AccountId,InstrumentId,Direction,Quantity,EntryPrice,TotalTradeValue,HourOfDay,DayOfWeek,TradeSucceeded,Suspicious
9,1,0,41.597739852197485,115.95253075414978,4823.363209515051,13,1,0,0
1,3,0,10.928880978985289,3.301430616063498,36.08094226333605,15,5,0,0
9,4,0,20.29045607437224,23.761543894748485,482.1325626556618,23,5,0,1
7,7,1,42.41934510760564,15.559912007459516,660.0412772884021,8,4,0,0
9,5,1,164.19996084565764,32.82740630851474,5390.258830522615,22,1,0,0
8,5,1,19.08647819154344,89.70686339812829,1712.1880918801423,21,2,1,0
1,1,0,11.615660818628658,67.13335808811142,779.7983171670431,20,2,1,0
8,8,1,72.5544360506321,21.07806234689672,1529.3069266191544,9,4,1,0
8,4,0,81.80234830118887,24.117239822214028,1972.8468520000545,14,0,0,0
3,5,0,9.45758988887109,53.10268733716042,502.2234388318112,22,4,1,0
1,2,0,33.47519879879234,10.79754706513661,361.4500345447648,9,0,0,0
8,1,0,30.48472723825848,5.419812617055445,165.2215093134071,1,6,1,0
3,9,1,20.606719754090133,13.892426642765365,286.27734253172105,4,4,1,1
3,2,1,37.92684474589938,6.621310541144751,251.12541690838395,7,0,0,0
1,6,1,3.781455425808765,21.69201334745713,82.02738156945794,5,3,0,1
5,1,1,105.42599082063651,138.68209107525163,14620.696860686156,5,0,0,0
7,1,0,446.42910447677735,6.408687154734228,2861.024467359828,0,0,1,1
9,9,0,100.5249733715952,85.27600900357044,8572.368534319832,15,2,1,0
7,4,0,44.79704726757407,38.24806190385552,1713.4002370001149,17,1,1,1
9,9,0,110.23501692848974,50.10646845334479,5523.4873981813,2,4,0,0
8,5,0,84.75016968821285,9.321441084598456,789.9937136583978,6,2,1,0
2,7,1,187.5736454851317,8.20679483199917,1539.3784243866237,11,1,1,0
1,1,1,97.25292891583676,8.881250750323243,863.7276479049082,9,2,1,0
7,6,0,100.53305865285192,54.99008124116458,5528.321062743091,21,5,0,0
7,8,0,25.05972133206186,68.8743166454163,1725.971182070322,20,2,1,0
8,1,1,53.72162095990885,126.43975737354005,6792.548719884157,9,4,1,0
5,9,1,42.22289294468046,25.390870371722706,1072.076001477507,22,5,1,0
3,3,0,1.1490956285099387,30.99199067812123,35.61276100704988,8,3,1,0
8,1,1,37.58297011150059,31.70572217324941,1191.595208800774,10,2,0,0
6,1,1,66.56528852732046,15.72854477113012,1046.975120805154,18,4,1,0
3,6,0,91.59123864810032,19.89216053360716,1821.947622659936,7,0,0,0
1,6,0,272.6758312269726,93.8071559837034,25578.9442328946,17,1,1,0
3,1,1,27.327141896988365,21.05855402908288,575.4700940981439,3,6,0,0
5,3,1,16.53806569348219,101.6645913734152,1681.3356908345631,1,4,1,1
3,7,0,203.5965962543511,18.211435200151023,3707.7862196574256,12,3,0,0
1,3,1,284.46863070241847,20.76692165892345,5907.537768218351,22,6,1,0
5,3,1,66.93412996947694,41.080955042539344,2749.7179840875674,13,4,1,0
7,3,1,12.241236589608135,5.442041978439429,66.61732338865619,19,4,1,0
7,7,0,66.43426418822428,127.59225340519788,8476.497471091774,21,0,1,0
9,4,1,11.59085366191482,85.85111123326085,995.087667017498,23,1,0,0
3,4,1,214.71687461812343,55.50952706075082,11918.832162014563,14,6,0,1
7,3,0,123.15156657913695,221.6660541294286,27298.521823454907,12,5,0,1
1,9,0,27.59340418750244,0.8064366446196544,22.252332286603384,5,1,1,0
4,2,1,217.76339723691856,26.47157526914892,5764.540160822666,19,3,0,0
4,4,0,101.58396372821998,97.71735240646294,9926.51598247582,5,5,1,0
5,8,0,306.3226341398526,28.371322575532663,8690.778265368634,0,5,0,0
7,6,1,393.630796291169,0.2627560400250648,103.42886926538054,14,1,1,0
7,7,0,1.0,8.58416415688768,8.58416415688768,5,0,1,1
4,7,1,12.80768204906672,28.46445730213341,364.5637188249602,14,3,1,0
7,2,1,79.16917130233132,55.12316385364262,4364.055201855511,14,0,1,0
3,4,0,312.022746089863,8.875911665325916,2769.4863318660414,13,0,1,0
6,6,1,500.0,29.714262176735463,14857.131088367732,9,5,0,1
2,3,1,83.79601089127871,0.6435507507325734,53.92698571747732,7,4,1,0
9,9,1,19.092020618186933,32.456564731757425,619.6614030542315,3,4,0,1
5,4,1,17.799097134020073,113.131922669061,2013.646080545064,21,4,0,0
6,2,1,144.33209356638426,45.412163923608,6554.432692474169,5,5,1,0
4,6,0,89.63353679739264,29.04949755940538,2603.80920843673,19,6,1,0
7,1,0,79.57867323614141,8.852334809900572,704.4570592139977,23,2,0,0
9,6,1,62.69193183513365,11.308566741182588,708.9558952912782,20,0,0,0
7,1,1,129.14738523909955,3.9797626852624246,513.9759446737796,16,1,1,0
1,8,0,195.23098364848664,67.81950783179933,13240.469224558428,22,3,0,1
1,5,1,36.09097282734367,4.013630907014852,144.85584400405975,23,2,0,0
9,6,1,24.963867664915167,24.22126243310364,604.6563900571804,21,4,0,0
9,2,1,110.92663410094464,69.28366640259361,7685.403912212414,6,5,1,0
4,2,0,246.19610146251475,62.38277409433596,15358.395780442272,11,6,0,1
9,9,1,42.7952218828319,43.08209845064441,1843.707962373336,22,2,1,0
3,3,0,31.807010608097592,42.350797321141926,1347.0522596549522,3,5,0,0
7,6,1,25.633151744006955,4.733563613515716,121.33615439515825,13,2,0,0
6,5,1,29.36879486030668,9.613459850859217,282.33573025767873,3,0,1,0
8,4,0,14.494871485775326,38.25842348682324,554.5509316898712,15,0,1,0
9,2,0,90.82685646956526,21.39169637457797,1942.940536254313,0,5,1,0
5,8,1,32.965204322978664,0.9559352170008586,31.51259974796425,17,1,1,0
1,7,1,95.43674399613909,80.0156666356232,7636.43469238438,18,3,0,0
3,2,1,8.668308489708691,53.03884795320805,459.75709599716174,20,3,0,0
8,6,0,12.268391651084272,19.71034600027893,241.8142443098044,9,4,0,0
6,8,1,76.81766524190913,5.1684138127289785,397.02548209787386,4,1,0,0
8,7,0,71.64791554136463,44.72655503823565,3204.5644378357047,12,3,0,0
9,1,1,31.678127970998183,21.4276984533578,678.7893737294283,5,6,0,0
4,5,1,175.52203384235634,14.744689860824373,2588.017952746664,22,2,0,0
1,2,1,20.708218448438647,63.91134118061418,1323.4900145008512,3,2,1,0
1,6,1,44.73206430836259,19.886013426419,889.5424314275366,15,3,0,0
4,7,1,81.08315597459433,7.311931814329293,592.8745077768606,7,2,1,0
7,7,1,201.89946487131004,32.85559097730388,6633.526236348297,15,5,0,0
2,3,1,54.22319723736969,88.14862734225493,4779.700406582488,10,2,0,0
3,7,0,50.84965971235236,94.74238981301208,4817.618282326703,21,5,0,0
1,5,1,86.6399811929653,94.63753215233751,8199.394005827171,0,4,0,0
5,8,1,38.08145678119359,27.315718218121333,1040.22234277065,21,2,1,0
1,8,1,123.50275607971808,78.255314889554,9664.747066746118,17,5,0,0
8,7,1,28.594483654296138,94.93298113115412,2714.55957720839,3,3,0,1
1,6,0,173.2713487294033,30.76656692801409,5330.964547390456,10,0,0,0
1,2,0,31.79398062590501,19.190517861464777,610.1429530884951,19,2,0,0
2,6,1,492.0040161382687,60.52714145594521,29779.59668169414,9,3,0,1
2,9,1,38.04737220979081,117.41536639065116,4467.346148214067,15,2,0,0
6,2,0,211.05288940779937,179.0505774534148,37789.14172167817,9,6,1,0
7,1,0,50.64285618705762,17.14034933991088,868.0362466170346,4,1,1,0
5,5,0,28.243564840851626,156.37304304669232,4416.532180650537,17,5,1,0
1,6,1,25.63943455461557,34.58563516647653,886.7561293806856,21,4,1,1
1,3,0,189.83960109935472,18.266666296153115,3467.7366430767347,10,6,1,0
3,8,0,36.925804631821805,222.8293641186882,8228.153565679764,2,0,1,0
2,7,1,41.33405516036814,105.10807486268014,4344.542964174125,8,5,1,0
5,2,1,21.93919173005885,58.95044870645428,1293.3251967439005,14,2,0,0
6,7,1,325.255459402253,112.66224454027729,36644.010105236855,21,3,1,0
7,1,0,28.069843570726217,57.204736420755296,1605.728002835226,18,0,1,0
4,9,0,28.427936022446016,29.02699119972876,825.1774487499927,18,2,1,0
7,7,0,288.05818602924404,147.87325175412934,42596.10066254023,4,1,1,1
8,6,0,231.16142836784604,165.17769319604767,38182.71149370422,5,3,0,0
1,2,1,28.623097005019986,18.856646384955148,539.7356186659306,3,4,1,0
6,3,0,200.0449745537893,21.878396776985014,4376.663326529673,11,2,1,0
8,1,1,28.744638434322784,24.12166316547765,693.368486126177,4,3,1,0
5,5,0,8.824577292786488,86.33960092517079,761.9104817925094,2,6,1,1
4,9,0,171.6807936890888,78.30590819734765,13443.62046986557,9,2,0,1
2,6,0,147.64736210229557,204.0667914628952,30129.92345217572,12,4,0,1
6,5,1,34.90854197924985,31.29440040941266,1092.4418904074355,3,1,1,0
6,3,0,9.446342203975982,66.73580324030543,630.4092346651342,23,5,0,1
1,5,1,23.12247217889456,97.14789002234568,2246.2993842799965,7,4,1,0
9,8,1,147.4280340472002,12.502004481241393,1843.145942318705,0,6,0,1
6,2,1,334.5227764196113,48.45233734312405,16208.41041204147,19,4,0,1
3,5,1,29.9757449633942,39.67132872787311,1189.177632305698,1,4,0,0
4,6,0,170.51715875948963,67.90031441223404,11578.168692450174,3,5,0,0
4,8,0,25.868350133324427,59.44238547547668,1537.676440239669,20,0,1,0
3,8,1,113.81862867134107,83.77691218856302,9535.373259621603,0,3,0,0
3,5,1,8.731702627546097,18.6362378186938,162.72608672906256,20,2,1,0
3,9,0,88.01893990825276,12.190047160070607,1072.9550284610225,6,5,1,0
4,4,0,31.360162205441107,81.78876864729884,2564.9090513625874,4,1,0,0
7,9,1,260.16105757970587,22.358392567689062,5816.783056192222,22,2,0,0
4,7,0,34.21395096093458,16.95393056820309,580.0609490555903,12,0,0,0
9,6,0,50.823015301997465,20.53533045479688,1043.667413935716,12,1,1,0
1,4,0,183.683494168966,3.4328959000974475,630.5663140482167,7,0,1,0
8,2,1,57.67421295271732,74.17206749587237,4277.815615900266,16,2,0,0
7,8,1,27.2349882549974,62.79132305454753,1710.1209459063496,9,1,1,0
2,6,1,79.30654673669788,40.22544490966093,3190.14112673249,9,6,0,0
8,3,1,183.25264380746373,62.95401553115282,11536.489784379886,1,5,0,0
1,7,1,56.77092730124566,23.351057403246426,1325.661182246917,5,2,0,1
9,7,0,14.258769363796834,17.504056273176786,249.58630133014893,20,3,0,0
9,6,0,48.30271290419974,99.13425290409752,4788.453356998952,0,0,1,0
2,2,0,308.9496576913462,27.44840867571661,8480.176464534825,17,3,0,0
7,8,1,7.47468442752788,10.902338834777764,81.49154231194582,2,6,1,0
3,1,0,52.50009074637993,69.1238658878532,3629.009231852889,20,6,1,0
7,1,1,104.42059076963008,20.464007879656897,2136.863792308138,6,3,1,0
9,6,1,8.177173831536058,11.903425124236549,97.33637643155592,15,2,0,0
4,5,1,42.30475986475056,1.3795722403142303,58.36247234256946,21,6,1,0
1,9,1,282.3096707215302,176.3410205958841,49782.77545912261,2,2,0,0
2,7,1,3.111477511205457,31.488846824720778,97.97683874891206,5,4,1,0
1,2,1,139.32862656389486,8.822414294966961,1229.2148666954197,3,4,0,0
5,7,0,184.12121394629503,70.90187623457548,13054.539523380005,15,1,0,1
5,3,1,32.44300512467252,109.30731604333415,3546.2578145580887,2,2,1,0
7,1,0,24.17077668965857,37.53542417025914,907.2603555709468,3,0,1,1
9,8,1,246.2999105105692,1.4384678241970723,354.2944963720721,10,2,1,0
9,3,0,144.39306582226914,22.717772075066367,3280.2887585703656,23,2,0,0
3,8,1,12.033959918963273,13.926314781542576,167.58871389994914,16,5,0,0
3,7,1,23.85075447199995,50.58469790555337,1206.4832097856436,18,3,0,0
3,2,0,97.11565976508678,36.57962110563038,3552.4540376301875,7,3,1,0
4,1,1,54.37223854069367,21.98240042995313,1195.2323198744589,13,6,0,0
8,7,1,70.15309673687757,52.27800926979859,3667.464241515562,15,4,0,0
6,1,0,302.70668145935764,43.90512398232151,13290.3743797502,18,5,0,1
8,6,0,54.51332288908613,118.48441137595564,6458.97897466078,15,1,0,0
1,8,1,213.43793286585463,45.41649421875034,9693.602644064113,9,1,1,0
8,7,0,108.10024126965824,35.43455668535469,3830.4841269702233,14,2,0,0
4,4,0,12.967536092392058,86.76992584078252,1125.1921450745297,3,5,1,1
1,1,1,136.4560410413206,11.308636059803076,1543.1317062978464,3,0,0,0
8,1,0,73.44048407110134,13.95690831207134,1025.002102574497,12,3,0,0
4,4,1,25.50177418793725,76.52512975562412,1951.5265787305243,11,0,0,0
6,5,0,34.18557540971809,29.20120803325141,998.260099275582,14,5,1,0
8,7,1,81.49361850950808,26.31692155343025,2144.661165419896,22,3,0,0
4,4,1,92.05560407492892,109.05287804849802,10038.92856486404,12,5,1,0
3,1,1,344.7547252698976,47.09440770286415,16236.019589349478,5,5,0,0
9,7,0,192.9093303079163,81.20452201635457,15665.109960149404,13,2,1,0
3,2,1,23.04694288911565,82.99417583948431,1912.762030701817,2,1,0,1
9,2,0,148.7185194339268,6.393183275242202,950.7847511637632,7,5,1,0
2,8,1,1.0,53.02283739052687,53.02283739052687,11,2,1,0
2,5,1,13.904193198477731,152.36847999366725,2118.5607831903385,13,3,0,0
2,2,1,22.276914149716774,32.69892821011442,728.4312165244709,4,5,0,0
6,5,0,90.93135110365832,65.87246112474762,5989.871890596509,1,1,1,0
3,8,1,21.652178157858533,41.82004409542808,905.4950453237086,9,0,0,0
9,6,1,45.456020246969096,11.460972000022842,520.9701752829842,2,0,0,0
4,3,0,27.81011591873699,10.857679209466925,301.9533174237357,22,4,0,0
1,8,1,41.16088790476976,28.443324152848152,1170.752477094413,9,6,1,1
4,9,1,285.512624810965,32.98470860814904,9417.550733337464,8,0,1,0
1,5,0,500.0,34.97158862984314,17485.79431492157,16,4,0,1
5,2,0,115.74776725682644,155.05548113717785,17947.325742561305,5,1,0,0
4,2,0,84.93516680703297,5.282169124014615,448.64191565114055,8,2,1,0
8,7,1,123.25363726130338,23.94428667407312,2951.2204242068688,22,5,0,0
8,1,0,147.68853755653188,36.13368498359485,5336.531091755541,2,5,0,0
7,2,1,134.32836989415696,164.9944514380991,22163.435703260497,6,6,1,0
3,4,1,8.544082353644596,35.09071327398489,299.8179440610565,11,2,0,0
1,1,0,37.14890171764248,74.64405254908351,2772.944571952444,17,5,1,0
1,4,0,42.07280694365915,69.17054771522689,2910.1991002099044,9,1,0,0
3,5,1,46.085278486724775,41.78672120138145,1925.7526836127904,1,5,1,0
6,9,0,42.20729255852397,7.003527863785972,295.59994948858895,16,6,1,0
7,1,0,154.68965285465842,12.343561337012336,1909.4212182126216,2,5,0,0
6,5,1,137.67586424812546,13.731070677556136,1890.4370225846349,0,1,1,0
6,2,0,1.0,1.971338397122526,1.971338397122526,7,3,0,0
6,9,0,35.15190065071804,23.838766062924066,837.9779362796156,12,0,1,0
3,6,0,97.72719817045724,47.146332251983296,4607.47895499979,10,0,1,1
6,2,1,12.813526024279362,7.789802394934224,99.81483571148338,7,0,0,0
8,3,0,7.386001234425447,9.620777092043578,71.05907147796593,19,4,0,0
2,8,0,176.25781333547636,61.37680051559053,10818.140648405724,0,0,1,0
5,1,1,60.27294441212304,9.271522548820696,558.8219632008152,1,5,0,1
1,3,1,193.57732766377225,7.270689916364568,1407.4407242817888,17,5,1,0
1,1,1,173.47331847840155,190.47757748134524,33042.77746141581,17,3,1,0
5,8,1,223.83952777152868,0.7422461701406865,166.144032214517,8,2,1,0
3,1,0,4.947869288961805,19.6823733175684,97.38581047187796,6,6,0,0
4,5,1,20.595471212073623,1.7780771966235331,36.62033771590455,8,2,1,0
3,4,1,35.11803020289882,91.02282396668392,3196.5422812151487,9,5,0,0
1,7,0,14.644919832632048,43.79772847967215,641.414222436184,1,4,1,1
1,5,1,66.45010680633217,2.4569835389132777,163.2668185821873,4,3,1,1
5,8,1,160.43354026021152,47.77265236016717,7664.335745761968,16,1,0,0
6,1,0,301.9652307079382,6.567910221661784,1983.280525353126,1,5,0,0
3,5,1,220.34108834181168,34.23243056817322,7542.81100797679,19,2,0,0
9,4,1,61.126618821207565,55.344257915508585,3383.007357543893,9,6,1,1
5,3,0,101.1951501898168,8.038201913028686,813.4270498450107,0,3,1,0
8,5,0,26.22692294667085,34.363266405543754,901.2427402141192,11,6,0,0
1,3,0,51.585324096601525,30.57015105057385,1576.9711496259158,23,6,0,0
5,8,0,204.9359345714264,123.69861852880604,25350.291993395225,14,1,0,1
3,3,0,2.963225261902254,272.4732314362053,807.3995625839029,5,6,1,0
1,1,0,76.09106779872546,53.13443389822275,4043.055812196564,13,4,1,0
4,9,0,206.1981246868642,96.5025333729374,19898.641409031217,13,5,1,0
5,9,0,13.011993125394609,52.04764398759,677.2435857595071,14,0,0,0
7,6,0,404.8198000785896,104.48924468190276,42299.31514249071,0,5,1,0
1,1,0,1.246887835402292,28.39379498720812,35.40387757045637,16,3,0,0
3,8,0,217.26101172323365,46.82337833264968,10172.894548851207,10,5,0,1
2,2,0,43.64490528232213,93.27122291754532,4070.813689802618,14,2,0,0
9,9,1,14.23594819914858,125.10409735222242,1780.9754494074791,19,4,1,0
6,8,0,17.121329294605463,1.249622959499163,21.3952061836846,15,5,1,0
3,3,0,120.790960454581,5.488103430739542,662.9132844731104,20,3,1,0
8,5,0,204.57721830981853,133.8072765635738,27373.920428988506,8,4,0,1
8,9,0,102.46177371223138,42.025404624977895,4305.997498849447,11,1,1,0
2,1,0,264.12092423701245,231.2283238552012,61072.23860641097,1,3,1,0
6,9,1,184.8195195219497,78.66326573342651,14538.506976879338,14,5,0,1
7,4,1,1.0,85.22595645198965,85.22595645198965,8,5,0,0
2,4,1,110.6935826689875,24.397994730205177,2700.701446625488,15,0,0,0
2,4,1,36.33179437620024,14.88940755253991,540.9588935823228,16,1,1,1
1,9,0,60.605249519463975,45.59740548382948,2763.4421367876607,19,0,0,0
8,6,1,9.874991185307476,105.61150232765108,1042.9126545526342,22,4,0,0
1,8,1,33.14238279281015,64.67637221677911,2143.529085658765,3,6,1,0
9,4,0,100.15381222375264,31.949537758850106,3199.8680053355683,7,0,0,0
6,3,1,24.6389315485651,69.95894579031213,1723.713676537277,6,1,0,0
7,1,1,104.28086856050068,58.62332301589899,6113.291042000737,5,1,1,0
7,7,0,256.43677469864446,122.12192129759411,31316.55161755673,4,1,0,0
3,4,0,1.0,15.296187106764448,15.296187106764448,9,5,1,0
2,8,1,154.07084343714905,6.352562239412829,978.744622213319,2,4,0,0
9,3,0,102.53215307976332,31.748740550279948,3255.2667261909933,23,2,1,0
8,1,1,4.77551009027649,22.39886485874636,106.96600514368272,19,4,0,0
7,5,0,156.14439567984803,184.16703520139927,28756.65041567179,23,1,0,0
9,2,1,25.42744213460996,0.3766242870389823,9.576592265172454,16,4,1,0
4,3,1,30.90017853233316,135.4398204571567,4185.114632513291,15,6,1,0
4,6,1,9.818154895825002,155.14274203561772,1523.2154722687153,10,3,1,0
1,3,0,76.43850315785873,2.615131061878575,199.89670393161992,12,6,0,0
8,3,0,68.96009563886415,110.1686047486032,7597.237519863899,17,6,0,0
3,6,1,42.64454233011053,31.81744309807271,1356.840299031645,13,3,0,0
7,5,0,18.482926779462275,72.65392720363502,1342.8572167451684,1,2,1,0
2,9,0,181.9872284217473,4.12863654405153,751.3591218126791,11,6,0,0
2,1,1,209.05302351687448,155.28360080325484,32462.506250507784,21,4,1,0
7,3,0,77.77896072863942,46.76711263546471,3637.4974170656656,20,6,0,0
6,3,0,28.00120075480465,114.48063167843634,3205.5951501647446,9,6,1,0
3,6,1,10.10476800940562,55.88411263550051,564.6959935932259,6,5,1,0
9,8,1,202.90843582433305,38.48092883767841,7808.105079520797,1,6,1,0
6,3,0,10.098423842056675,9.467047821451482,95.60226143403636,17,4,1,0
6,3,0,1.3267665254539327,9.797954140858756,12.999597572024143,16,3,0,0
1,6,0,63.37422713986816,31.9869838699198,2027.150381291596,15,1,1,0
4,8,1,131.40519239181643,102.1814143050845,13427.168405627532,1,0,0,0
6,6,0,61.1635406911586,6.12073790793443,374.36600209186446,10,1,0,0
6,3,0,5.277924732849206,321.42564870594606,1696.460381077213,18,2,1,0
5,4,0,117.12769001771105,104.33831773776669,12220.906136958576,21,0,1,0
1,1,0,102.81518321730276,24.924992514102364,2562.6676720273344,6,1,0,0
8,8,0,114.42261556568953,14.592425718638872,1669.703518174696,21,4,0,0
5,4,0,23.72456341026665,127.5498195783406,3026.0637825544127,16,5,0,0
5,6,1,158.815799033229,6.574480737139683,1044.1314114974111,14,6,1,0
7,3,1,65.23281526005066,21.331112677065214,1391.4885325543196,8,4,0,0
4,6,1,76.86313836337972,4.382161473445476,336.8266836641116,11,3,0,0
6,9,0,78.92837229471465,153.37460533241688,12105.607950231926,7,4,0,1
4,9,0,33.800241865250456,48.0674055916064,1624.6899348313884,1,4,0,1
3,3,1,28.78608942221637,20.48718576588642,589.745961466365,16,2,0,0
7,3,1,1.0,16.112514064381084,16.112514064381084,15,6,0,0
8,4,1,50.51920920384672,29.357829590865265,1483.134334871804,22,5,1,0
4,7,1,66.37883671285493,4.791331892691258,318.0430373420472,15,0,1,0
2,3,1,135.79158499257227,110.06867722491069,14946.40013840646,2,1,1,0
3,8,0,6.895033054643722,35.76354342069115,246.5908140368515,18,1,1,0
1,8,0,257.6882637855348,64.56705310100533,16638.17181134649,15,2,1,0
8,6,0,30.646873283314573,13.312068246012569,407.9732686743829,10,0,0,0
3,4,0,45.68437063364807,35.033697878229624,1600.492438536292,8,6,1,0
7,5,0,4.957105786258823,11.854906780648044,58.76602699790938,13,4,0,0
5,2,1,105.88236910747726,84.66669317594734,8964.710057965183,1,5,1,0
5,6,1,123.41667459309996,74.64389451570749,9212.30123980675,12,6,1,0
7,3,0,264.213911549969,8.020312503365115,2119.078138367221,4,2,1,0
9,6,1,41.07224084985659,3.87143016105988,159.0083120084505,19,4,1,0
5,5,0,29.75556291548472,86.91948652529294,2586.33824988498,13,1,0,0
1,2,0,129.49429289028754,5.806914091874572,751.9622342019439,0,2,0,1
1,5,1,122.69033391342856,39.75722132724189,4877.826760109391,5,5,1,1
2,5,0,276.65916662353254,38.2307947850772,10576.89982459475,21,2,0,1
6,9,0,22.981402986275803,11.34152123259846,260.64406992374865,10,2,1,0
9,8,0,122.17723562791149,44.7456028847252,5466.894066960025,16,6,0,0
8,7,1,6.920922759312549,34.93364169155019,241.77303584871945,22,1,1,0
5,3,1,65.46346156945229,35.58483035407748,2329.5061743396304,21,5,0,0
1,4,0,12.71413124762955,22.290921281909284,283.4096988087734,13,1,0,0
7,6,0,105.88513025303104,91.14039310783376,9650.41239553543,13,3,1,0
